timestamp,hours,water_level_cm,rise_rate_cm_per_h,soil_moisture_pct,humidity_pct,temp_c,risk_index,alert_tier,rain_active,dht_ok,ultra_valid
T+003.03h,3.033,12.79,-102.8288,85,95,26.8,47.3,WARNING,False,True,True
T+003.07h,3.067,7.14,-169.5338,85,95,25.5,42.6,WARNING,False,True,True
T+003.10h,3.1,7.89,22.4819,85,95,26.3,42.6,WARNING,False,True,False
T+003.13h,3.133,11.5,108.4806,85,95,26.1,45.2,WARNING,False,True,True
T+003.17h,3.167,12.41,27.3598,85,95,25.6,46.7,WARNING,False,True,True
T+003.20h,3.2,13.95,46.0706,85,95,26.5,49.2,WARNING,False,True,True
T+003.23h,3.233,5.73,-246.6833,85,95,25.0,42.6,WARNING,False,True,True
T+003.27h,3.267,9.13,102.1955,85,95,25.7,42.6,WARNING,False,True,True
T+003.30h,3.3,11.97,85.1849,85,95,26.4,45.9,WARNING,False,True,True
T+003.33h,3.333,12.34,10.9958,85,95,26.9,46.5,WARNING,False,True,True
T+003.37h,3.367,8.13,-126.2366,85,95,26.9,42.6,WARNING,False,True,True
T+003.40h,3.4,12.1,119.0153,85,95,25.6,46.1,WARNING,False,True,True
T+003.43h,3.433,7.71,-131.8031,85,95,25.9,42.6,WARNING,False,True,True
T+003.47h,3.467,5,-81.1549,85,95,25.7,42.6,WARNING,False,True,True
T+003.50h,3.5,5.8,23.9993,85,95,26.4,42.6,WARNING,False,True,True
T+003.53h,3.533,8.77,89.117,85,95,25.8,42.6,WARNING,False,True,True
T+003.57h,3.567,10.16,41.7736,85,95,26.0,42.9,WARNING,False,True,True
T+003.60h,3.6,6.94,-96.5832,85,95,27.5,42.6,WARNING,False,True,True
T+003.63h,3.633,5.78,-34.7806,85,95,25.4,42.6,WARNING,False,True,True
T+003.67h,3.667,5,-23.5261,85,95,26.6,42.6,WARNING,False,True,True
T+003.70h,3.7,5,0.0,85,95,25.4,27.6,SAFE,False,True,False
T+003.73h,3.733,5,0.0,85,95,26.3,27.6,SAFE,False,True,True
T+003.77h,3.767,7.78,83.5226,85,95,25.1,42.6,WARNING,False,True,True
T+003.80h,3.8,9.04,37.7288,85,95,26.4,42.6,WARNING,False,True,True
T+003.83h,3.833,15.02,179.2942,85,95,26.7,51.0,WARNING,False,True,True
T+003.87h,3.867,16.83,54.4594,85,95,26.1,54.0,WARNING,False,True,True
T+003.90h,3.9,23.58,202.3594,85,95,26.1,65.3,WARNING,False,True,True
T+003.93h,3.933,23.84,7.7988,85,95,26.0,65.7,WARNING,False,True,True
T+003.97h,3.967,28.07,126.9321,85,95,24.7,72.8,WARNING,False,True,True
T+004.00h,4.0,24.11,-118.9007,85,95,26.7,66.2,WARNING,False,True,True
T+004.03h,4.033,24.21,3.2156,85,95,26.7,61.0,WARNING,False,True,True
T+004.07h,4.067,18.8,-162.332,85,95,25.6,57.3,WARNING,False,True,True
T+004.10h,4.1,22.35,106.3335,85,95,25.4,63.2,WARNING,False,True,True
T+004.13h,4.133,19.67,-80.3066,85,95,26.3,58.8,WARNING,False,True,True
T+004.17h,4.167,21.08,42.4049,85,95,25.5,61.1,WARNING,False,True,True
T+004.20h,4.2,17.42,-109.9932,85,95,26.5,55.0,WARNING,False,True,True
T+004.23h,4.233,18.14,21.6697,85,95,26.7,56.2,WARNING,False,True,True
T+004.27h,4.267,16.24,-57.1349,85,95,26.0,53.0,WARNING,False,True,True
T+004.30h,4.3,16.05,-5.5534,85,95,26.8,52.7,WARNING,False,True,True
T+004.33h,4.333,13.66,-71.7709,85,95,25.9,48.7,WARNING,False,True,True
T+004.37h,4.367,17.74,122.4994,85,95,26.6,55.6,WARNING,False,True,True
T+004.40h,4.4,14.43,-99.4661,85,95,25.8,50.0,WARNING,False,True,True
T+004.43h,4.433,13.01,-42.4905,85,95,26.0,47.7,WARNING,False,True,True
T+004.47h,4.467,15.04,61.07,85,95,26.8,51.1,WARNING,False,True,True
T+004.50h,4.5,12.63,-72.3584,85,95,25.6,47.0,WARNING,False,True,True
T+004.53h,4.533,19.39,202.6822,85,95,26.3,58.3,WARNING,False,True,True
T+004.57h,4.567,20.03,19.3724,85,95,26.4,59.4,WARNING,False,True,True
T+004.60h,4.6,16.04,-119.7777,85,95,27.0,52.7,WARNING,False,True,True
T+004.63h,4.633,17.36,39.4768,85,95,26.7,54.9,WARNING,False,True,True
T+004.67h,4.667,17.08,-8.4755,85,95,26.2,54.4,WARNING,False,True,True
T+004.70h,4.7,15.31,-52.8571,85,95,25.5,51.5,WARNING,False,True,True
T+004.73h,4.733,15.41,2.9288,85,95,26.6,45.5,WARNING,False,True,True
T+004.77h,4.767,16.41,29.9786,85,95,26.0,53.3,WARNING,False,True,True
T+004.80h,4.8,12.34,-122.0725,85,95,25.9,46.6,WARNING,False,True,True
T+004.83h,4.833,11.2,-34.3752,85,95,26.2,44.6,WARNING,False,True,True
T+004.87h,4.867,8.36,-84.986,85,95,26.4,42.6,WARNING,False,True,True
T+004.90h,4.9,9.93,46.8845,85,95,26.2,42.6,WARNING,False,True,True
T+004.93h,4.933,13.81,116.4147,85,95,26.3,49.0,WARNING,False,True,True
T+004.97h,4.967,12.31,-45.0213,85,95,25.7,46.5,WARNING,False,True,True
T+005.00h,5.0,12.25,-1.6545,85,95,25.2,36.4,WARNING,False,True,True
T+005.03h,5.033,15.55,98.8759,85,95,26.0,51.9,WARNING,False,True,True
T+005.07h,5.067,12.78,-82.8274,85,95,25.9,47.3,WARNING,False,True,True
T+005.10h,5.1,16.38,107.7517,85,95,27.2,53.3,WARNING,False,True,True
T+005.13h,5.133,15.96,-12.5101,85,95,26.1,52.6,WARNING,False,True,True
T+005.17h,5.167,11.38,-137.2777,85,95,26.2,45.0,WARNING,False,True,True
T+005.20h,5.2,6.69,-140.8333,85,95,26.6,42.6,WARNING,False,True,True
T+005.23h,5.233,5,-50.679,85,95,26.2,42.6,WARNING,False,True,True
T+005.27h,5.267,5,0.0,85,95,26.3,27.6,SAFE,False,True,True
T+005.30h,5.3,5,0.0,85,95,25.7,27.6,SAFE,False,True,True
T+005.33h,5.333,7.08,62.4365,85,95,27.0,42.6,WARNING,False,True,True
T+005.37h,5.367,10.15,91.9328,85,95,25.6,42.9,WARNING,False,True,True
T+005.40h,5.4,8.86,-38.5403,85,95,25.7,42.6,WARNING,False,True,True
T+005.43h,5.433,7.4,-43.8391,85,95,25.7,42.6,WARNING,False,True,True
T+005.47h,5.467,6.71,-20.7483,85,95,25.9,42.6,WARNING,False,True,True
T+005.50h,5.5,8.34,49.027,85,95,26.4,42.6,WARNING,False,True,True
T+005.53h,5.533,5,-100.2686,85,95,26.3,42.6,WARNING,False,True,True
T+005.57h,5.567,5,0.0,85,95,26.8,27.6,SAFE,False,True,True
T+005.60h,5.6,5,0.0,85,95,26.5,27.6,SAFE,False,True,True
T+005.63h,5.633,5,0.0,85,95,26.2,27.6,SAFE,False,True,True
T+005.67h,5.667,5,0.0,85,95,27.1,27.6,SAFE,False,True,True
T+005.70h,5.7,8.2,96.1183,85,95,25.5,42.6,WARNING,False,True,True
T+005.73h,5.733,14.17,178.9364,85,95,26.1,49.6,WARNING,False,True,True
T+005.77h,5.767,11.67,-75.0945,85,95,27.0,45.4,WARNING,False,True,True
T+005.80h,5.8,12.99,39.7299,85,95,26.9,47.6,WARNING,False,True,True
T+005.83h,5.833,8.11,-146.2439,85,95,25.5,42.6,WARNING,False,True,True
T+005.87h,5.867,7.77,-10.2897,85,95,26.2,42.6,WARNING,False,True,True
T+005.90h,5.9,9.57,53.8354,85,95,26.4,42.6,WARNING,False,True,True
T+005.93h,5.933,11.64,62.177,85,95,26.5,45.4,WARNING,False,True,True
T+005.97h,5.967,9.25,-71.7117,85,95,25.0,42.6,WARNING,False,True,True
T+006.00h,6.0,11.22,59.0491,85,95,26.4,44.7,WARNING,False,True,True
T+006.03h,6.033,9.07,-64.4395,85,95,26.3,42.6,WARNING,False,True,False
T+006.07h,6.067,6.97,-62.9722,85,95,25.1,42.6,WARNING,False,True,True
T+006.10h,6.1,9.61,79.1914,85,95,27.0,42.6,WARNING,False,True,True
T+006.13h,6.133,5,-138.2862,85,95,25.6,42.6,WARNING,False,True,True
T+006.17h,6.167,6.47,43.9906,85,95,26.1,42.6,WARNING,False,True,True
T+006.20h,6.2,12.04,167.14,85,95,27.3,46.0,WARNING,False,True,True
T+006.23h,6.233,14.6,76.8523,85,95,25.9,50.3,WARNING,False,True,True
T+006.27h,6.267,18.13,106.0182,85,95,26.3,56.2,WARNING,False,True,False
T+006.30h,6.3,20.55,72.5136,85,95,25.7,60.2,WARNING,False,True,True
T+006.33h,6.333,21.42,26.004,85,95,26.4,61.7,WARNING,False,True,True
T+006.37h,6.367,14.91,-195.2173,85,95,26.1,50.8,WARNING,False,True,True
T+006.40h,6.4,13.77,-34.2303,85,95,26.5,48.9,WARNING,False,True,False
T+006.43h,6.433,13.77,-0.0023,85,95,25.2,33.9,SAFE,False,True,True
T+006.47h,6.467,12.26,-45.1749,85,95,25.9,46.4,WARNING,False,True,True
T+006.50h,6.5,12.21,-1.7081,85,95,25.9,36.5,WARNING,False,True,True
T+006.53h,6.533,11.61,-17.7634,85,95,26.1,45.3,WARNING,False,True,True
T+006.57h,6.567,8.84,-83.1558,85,95,26.8,42.6,WARNING,False,True,True
T+006.60h,6.6,6.55,-68.7529,85,95,26.3,42.6,WARNING,False,True,True
T+006.63h,6.633,5,-46.5137,85,95,25.8,42.6,WARNING,False,True,True
T+006.67h,6.667,6.1,33.0595,85,95,25.9,42.6,WARNING,False,True,True
T+006.70h,6.7,5,-33.0595,85,95,26.0,42.6,WARNING,False,True,True
T+006.73h,6.733,5.92,27.685,85,95,26.1,42.6,WARNING,False,True,True
T+006.77h,6.767,7.58,49.6751,85,95,25.2,42.6,WARNING,False,True,False
T+006.80h,6.8,13.0,162.6626,85,95,26.1,47.7,WARNING,False,True,True
T+006.83h,6.833,15.34,70.1429,85,95,26.6,51.5,WARNING,False,True,True
T+006.87h,6.867,19.03,110.6456,85,95,25.4,57.7,WARNING,False,True,True
T+006.90h,6.9,18.46,-17.0602,85,95,25.7,56.7,WARNING,False,True,True
T+006.93h,6.933,24.64,185.5972,85,95,26.7,67.1,WARNING,False,False,True
T+006.97h,6.967,24.75,3.0595,85,95,26.2,61.4,WARNING,False,True,True
T+007.00h,7.0,21.39,-100.594,85,95,25.9,61.6,WARNING,False,True,True
T+007.03h,7.033,19.88,-45.5302,85,95,25.8,59.1,WARNING,False,True,True
T+007.07h,7.067,20.58,21.1655,85,95,25.9,60.3,WARNING,False,True,False
T+007.10h,7.1,21.48,26.8363,85,95,26.3,61.8,WARNING,False,True,True
T+007.13h,7.133,26.06,137.6057,85,95,25.9,69.4,WARNING,False,True,True
T+007.17h,7.167,27.08,30.5371,85,95,26.4,71.1,WARNING,False,True,True
T+007.20h,7.2,24.43,-79.5606,85,95,25.5,66.7,WARNING,False,True,True
T+007.23h,7.233,23.73,-20.9383,85,95,26.5,65.5,WARNING,False,True,True
T+007.27h,7.267,19.44,-128.8627,85,95,25.9,58.4,WARNING,False,True,True
T+007.30h,7.3,19.47,0.8883,85,95,25.8,46.1,WARNING,False,True,True
T+007.33h,7.333,19.02,-13.4119,85,95,25.3,57.7,WARNING,False,True,True
T+007.37h,7.367,19.45,12.9349,85,95,25.2,58.4,WARNING,False,False,True
T+007.40h,7.4,22.85,101.923,85,95,26.4,64.1,WARNING,False,True,True
T+007.43h,7.433,20.95,-56.8708,85,95,25.3,60.9,WARNING,False,True,True
T+007.47h,7.467,22.71,52.6513,85,95,25.5,63.8,WARNING,False,True,True
T+007.50h,7.5,17.61,-152.811,85,95,26.0,55.3,WARNING,False,True,True
T+007.53h,7.533,19.07,43.8753,85,95,26.6,57.8,WARNING,False,True,True
T+007.57h,7.567,15.82,-97.7377,85,95,26.1,52.3,WARNING,False,True,True
T+007.60h,7.6,19.11,98.9352,85,95,25.9,57.8,WARNING,False,True,True
T+007.63h,7.633,22.25,94.0799,85,95,26.6,63.1,WARNING,False,True,False
T+007.67h,7.667,23.93,50.2843,85,95,26.3,65.9,WARNING,False,True,True
T+007.70h,7.7,23.52,-12.1722,85,95,26.0,65.2,WARNING,False,True,True
T+007.73h,7.733,25.4,56.2757,85,95,26.6,68.3,WARNING,False,True,True
T+007.77h,7.767,24.07,-39.7854,85,95,26.2,66.1,WARNING,False,True,False
T+007.80h,7.8,22.08,-59.661,85,95,26.3,62.8,WARNING,False,True,True
T+007.83h,7.833,22.57,14.4872,85,95,26.6,63.6,WARNING,False,True,True
T+007.87h,7.867,24.24,50.2318,85,95,25.9,66.4,WARNING,False,True,True
T+007.90h,7.9,25.32,32.5156,85,95,26.0,68.2,WARNING,False,True,True
T+007.93h,7.933,24.79,-16.1167,85,95,26.4,67.3,WARNING,False,True,True
T+007.97h,7.967,24.37,-12.5784,85,95,26.0,66.6,WARNING,False,True,True
T+008.00h,8.0,21.26,-93.2365,85,95,25.4,61.4,WARNING,False,True,True
T+008.03h,8.033,22.94,50.3297,85,95,26.3,64.2,WARNING,False,True,True
T+008.07h,8.067,24.83,56.8028,85,95,25.6,67.4,WARNING,False,True,True
T+008.10h,8.1,21.88,-88.3722,85,95,26.2,62.5,WARNING,False,True,True
T+008.13h,8.133,22.52,18.9511,85,95,27.0,63.5,WARNING,False,True,True
T+008.17h,8.167,27.71,155.8824,85,95,25.8,72.2,WARNING,False,True,True
T+008.20h,8.2,26.75,-28.8519,85,95,26.3,70.6,WARNING,False,True,True
T+008.23h,8.233,21.38,-161.084,85,95,25.0,61.6,WARNING,False,True,True
T+008.27h,8.267,21.83,13.5727,85,95,26.9,62.4,WARNING,False,True,True
T+008.30h,8.3,25.39,106.8493,85,95,26.1,68.3,WARNING,False,True,True
T+008.33h,8.333,24.51,-26.4374,85,95,25.9,66.8,WARNING,False,True,True
T+008.37h,8.367,30.37,175.6154,85,95,25.2,76.6,EVACUATE,False,True,True
T+008.40h,8.4,31.28,27.3252,85,95,25.1,78.1,EVACUATE,False,True,True
T+008.43h,8.433,31.88,18.0952,85,95,25.9,79.1,EVACUATE,False,True,True
T+008.47h,8.467,29.27,-78.3415,85,95,26.8,74.8,EVACUATE,False,True,True
T+008.50h,8.5,28.89,-11.2646,85,95,26.4,74.1,EVACUATE,False,True,True
T+008.53h,8.533,23.45,-163.4506,85,95,25.8,65.1,EVACUATE,False,True,True
T+008.57h,8.567,22.2,-37.2772,85,95,25.9,63.0,EVACUATE,False,True,True
T+008.60h,8.6,24.03,54.653,85,95,26.8,66.0,EVACUATE,False,True,True
T+008.63h,8.633,19.12,-147.2026,85,95,26.4,57.8,EVACUATE,False,False,True
T+008.67h,8.667,19.54,12.5787,85,95,26.1,58.5,EVACUATE,False,True,True
T+008.70h,8.7,22.49,88.5934,85,95,26.3,63.5,EVACUATE,False,True,True
T+008.73h,8.733,19.81,-80.5595,85,95,25.5,59.0,EVACUATE,False,True,True
T+008.77h,8.767,21.68,56.0856,85,95,26.3,62.1,EVACUATE,False,True,True
T+008.80h,8.8,19.96,-51.3803,85,95,26.1,59.3,EVACUATE,False,True,True
T+008.83h,8.833,24.26,128.8777,85,95,26.7,66.4,EVACUATE,False,True,True
T+008.87h,8.867,22.35,-57.2947,85,95,26.7,63.2,EVACUATE,False,True,True
T+008.90h,8.9,20.52,-54.7523,85,95,25.6,60.2,EVACUATE,False,True,True
T+008.93h,8.933,22.91,71.6775,85,95,26.1,64.2,EVACUATE,False,True,True
T+008.97h,8.967,23.67,22.6677,85,95,25.9,65.4,EVACUATE,False,True,True
T+009.00h,9.0,24.7,31.0673,85,95,26.1,67.2,EVACUATE,False,True,True
T+009.03h,9.033,26.75,61.2707,85,95,25.9,70.6,EVACUATE,False,True,True
T+009.07h,9.067,25.12,-48.8387,85,95,26.4,67.8,EVACUATE,False,True,True
T+009.10h,9.1,21.61,-105.388,85,95,25.8,62.0,EVACUATE,False,True,True
T+009.13h,9.133,24.74,94.1321,85,95,26.8,67.2,EVACUATE,False,True,True
T+009.17h,9.167,29.69,148.4363,85,95,26.7,75.5,EVACUATE,False,True,True
T+009.20h,9.2,27.34,-70.595,85,95,25.5,71.5,EVACUATE,False,True,True
T+009.23h,9.233,27.47,4.0586,85,95,26.1,68.9,EVACUATE,False,True,True
T+009.27h,9.267,30.96,104.5095,85,95,26.8,77.6,EVACUATE,False,True,True
T+009.30h,9.3,31.12,5.0218,85,95,25.3,77.9,EVACUATE,False,False,True
T+009.33h,9.333,26.66,-133.7909,85,95,26.0,70.4,EVACUATE,False,True,True
T+009.37h,9.367,30.54,116.3298,85,95,26.2,76.9,EVACUATE,False,True,True
T+009.40h,9.4,35.2,139.87,85,95,26.0,84.7,EVACUATE,False,True,True
T+009.43h,9.433,36.65,43.3223,85,95,25.8,87.1,EVACUATE,False,True,True
T+009.47h,9.467,40,100.5384,85,95,25.6,92.7,EVACUATE,False,True,True
T+009.50h,9.5,38.23,-52.9974,85,95,26.0,89.7,EVACUATE,False,True,True
T+009.53h,9.533,36.88,-40.5536,85,95,26.4,87.5,EVACUATE,False,True,True
T+009.57h,9.567,36.72,-4.7988,85,95,26.1,86.6,EVACUATE,False,True,True
T+009.60h,9.6,33.67,-91.5613,85,95,26.0,82.1,EVACUATE,False,True,False
T+009.63h,9.633,35.33,49.9222,85,95,25.2,84.9,EVACUATE,False,True,True
T+009.67h,9.667,30.83,-134.9828,85,95,25.6,77.4,EVACUATE,False,True,True
T+009.70h,9.7,35.03,125.7249,85,95,25.4,84.4,EVACUATE,False,True,True
T+009.73h,9.733,32.3,-81.7423,85,95,25.5,79.8,EVACUATE,False,True,True
T+009.77h,9.767,29.72,-77.3288,85,95,26.0,75.5,EVACUATE,False,True,True
T+009.80h,9.8,27.95,-53.2969,85,95,26.5,72.6,EVACUATE,False,True,True
T+009.83h,9.833,25.06,-86.4784,85,95,26.1,67.8,EVACUATE,False,True,True
T+009.87h,9.867,21.05,-120.3551,85,95,26.1,61.1,EVACUATE,False,True,True
T+009.90h,9.9,22.17,33.4655,85,95,25.9,62.9,EVACUATE,False,True,False
T+009.93h,9.933,23.11,28.2822,85,95,26.0,64.5,EVACUATE,False,False,True
T+009.97h,9.967,26.37,97.6735,85,95,26.0,69.9,EVACUATE,False,True,True
T+010.00h,10.0,28.72,70.6289,85,95,26.3,73.9,EVACUATE,False,True,True
T+010.03h,10.033,28.57,-4.4517,85,95,25.5,72.0,EVACUATE,False,True,True
T+010.07h,10.067,28.34,-7.059,85,95,26.1,73.2,EVACUATE,False,True,True
T+010.10h,10.1,21.63,-201.2251,85,95,26.3,62.0,EVACUATE,False,True,True
T+010.13h,10.133,24.73,93.1839,85,95,26.5,67.2,EVACUATE,False,True,True
T+010.17h,10.167,29.82,152.4037,85,95,25.2,75.7,EVACUATE,False,True,True
T+010.20h,10.2,29.29,-15.6355,85,95,25.5,74.8,EVACUATE,False,True,True
T+010.23h,10.233,29.2,-2.7848,85,95,26.1,68.0,EVACUATE,False,True,True
T+010.27h,10.267,28.45,-22.4203,85,95,25.7,73.4,EVACUATE,False,True,True
T+010.30h,10.3,31.56,93.1981,85,95,26.1,78.6,EVACUATE,False,True,True
T+010.33h,10.333,37.94,191.3937,85,95,26.1,89.2,EVACUATE,False,True,True
T+010.37h,10.367,40,61.7952,85,95,25.4,92.7,EVACUATE,False,True,True
T+010.40h,10.4,39.51,-14.5504,85,95,26.7,91.8,EVACUATE,False,True,True
T+010.43h,10.433,37.49,-60.7264,85,95,25.2,88.5,EVACUATE,False,True,False
T+010.47h,10.467,32.03,-163.686,85,95,25.6,79.4,EVACUATE,False,True,True
