timestamp,hours,water_level_cm,rise_rate_cm_per_h,soil_moisture_pct,humidity_pct,temp_c,risk_index,alert_tier,rain_active,dht_ok,ultra_valid
T+010.42h,10.417,4.83,3.9258,15,45,27.9,16.1,SAFE,False,True,True
T+010.50h,10.5,6.41,18.9865,15,45,28.1,19.4,SAFE,False,True,True
T+010.58h,10.583,5.93,-5.8327,15,45,28.2,19.4,SAFE,False,True,True
T+010.67h,10.667,5.07,-10.3098,15,45,27.5,19.4,SAFE,False,True,True
T+010.75h,10.75,4.99,-0.8968,15,45,28.2,7.0,SAFE,False,False,True
T+010.83h,10.833,5.93,11.2085,15,45,28.0,19.4,SAFE,False,True,True
T+010.92h,10.917,4.03,-22.7745,15,45,27.3,19.4,SAFE,False,True,True
T+011.00h,11.0,5.57,18.4806,15,45,28.0,19.4,SAFE,False,True,True
T+011.08h,11.083,4.35,-14.5878,15,45,27.9,19.4,SAFE,False,True,True
T+011.17h,11.167,5.68,15.8467,15,45,28.6,19.4,SAFE,False,True,True
T+011.25h,11.25,6.09,4.9883,15,45,26.8,19.3,SAFE,False,True,False
T+011.33h,11.333,4.43,-19.9411,15,45,28.7,19.4,SAFE,False,True,True
T+011.42h,11.417,4.91,5.8099,15,45,27.8,19.4,SAFE,False,True,True
T+011.50h,11.5,6.38,17.5997,15,45,28.5,19.4,SAFE,False,True,True
T+011.58h,11.583,7.08,8.4108,15,45,29.0,19.4,SAFE,False,True,True
T+011.67h,11.667,4.13,-35.3673,15,45,28.2,19.4,SAFE,False,True,True
T+011.75h,11.75,6.09,23.4609,15,45,27.2,19.4,SAFE,False,True,True
T+011.83h,11.833,3.76,-27.9088,15,45,27.3,19.4,SAFE,False,True,True
T+011.92h,11.917,4.74,11.6804,15,45,26.7,19.4,SAFE,False,True,True
T+012.00h,12.0,3.88,-10.2345,15,45,27.9,19.4,SAFE,False,True,True
T+012.08h,12.083,4.77,10.6953,15,45,29.0,19.4,SAFE,False,True,True
T+012.17h,12.167,5.55,9.3071,15,45,27.7,19.4,SAFE,False,True,True
T+012.25h,12.25,4.83,-8.7017,15,45,28.1,19.4,SAFE,False,True,True
T+012.33h,12.333,5.42,7.1573,15,45,28.9,19.4,SAFE,False,True,True
T+012.42h,12.417,4.76,-7.9726,15,45,27.6,19.4,SAFE,False,False,True
T+012.50h,12.5,6.37,19.3585,15,45,28.4,19.4,SAFE,False,True,True
T+012.58h,12.583,4.47,-22.7487,15,45,27.3,19.4,SAFE,False,True,True
T+012.67h,12.667,5.59,13.3869,15,45,28.2,19.4,SAFE,False,True,True
T+012.75h,12.75,4.01,-18.9254,15,45,27.7,19.4,SAFE,False,True,True
T+012.83h,12.833,4.98,11.5677,15,45,27.6,19.4,SAFE,False,True,True
T+012.92h,12.917,5.0,0.221,15,45,28.3,5.0,SAFE,False,True,True
T+013.00h,13.0,3.35,-19.7705,15,45,27.8,19.4,SAFE,False,True,True
T+013.08h,13.083,3.4,0.6481,15,45,28.1,6.3,SAFE,False,True,True
T+013.17h,13.167,4.91,18.0389,15,45,28.2,19.4,SAFE,False,True,True
T+013.25h,13.25,5.07,2.0061,15,45,28.1,10.4,SAFE,False,True,True
T+013.33h,13.333,6.25,14.1685,15,45,27.9,19.4,SAFE,False,True,True
T+013.42h,13.417,5.79,-5.5912,15,45,27.6,19.4,SAFE,False,True,True
T+013.50h,13.5,3.94,-22.1396,15,45,28.1,19.4,SAFE,False,True,True
T+013.58h,13.583,6.06,25.4438,15,45,27.8,19.4,SAFE,False,True,True
T+013.67h,13.667,6.26,2.3596,15,45,28.3,11.4,SAFE,False,True,True
T+013.75h,13.75,4.21,-24.5372,15,45,27.8,19.4,SAFE,False,True,True
T+013.83h,13.833,5.12,10.9121,15,45,27.3,19.4,SAFE,False,True,True
T+013.92h,13.917,3.92,-14.485,15,45,27.9,19.4,SAFE,False,True,True
T+014.00h,14.0,5.85,23.2242,15,45,28.0,19.4,SAFE,False,True,True
T+014.08h,14.083,4.85,-12.0376,15,45,26.8,19.4,SAFE,False,True,True
T+014.17h,14.167,4.69,-1.9293,15,45,27.8,10.1,SAFE,False,True,True
T+014.25h,14.25,6.09,16.8726,15,45,28.0,19.4,SAFE,False,True,True
T+014.33h,14.333,5.18,-10.9465,15,45,28.8,19.4,SAFE,False,True,True
T+014.42h,14.417,4.13,-12.6246,15,45,27.0,19.4,SAFE,False,True,True
T+014.50h,14.5,3.77,-4.3608,15,45,27.0,17.4,SAFE,False,True,True
T+014.58h,14.583,3.69,-0.9341,15,45,27.1,7.2,SAFE,False,True,True
T+014.67h,14.667,5.43,20.9225,15,45,28.4,19.4,SAFE,False,True,True
T+014.75h,14.75,4.88,-6.6719,15,45,28.3,19.4,SAFE,False,True,True
T+014.83h,14.833,6.1,14.7169,15,45,27.8,19.4,SAFE,False,True,True
T+014.92h,14.917,6.03,-0.8657,15,45,28.1,6.9,SAFE,False,True,True
T+015.00h,15.0,7.15,13.3986,15,45,28.7,19.4,SAFE,False,True,True
T+015.08h,15.083,8.75,19.2604,15,45,27.4,19.4,SAFE,False,True,True
T+015.17h,15.167,6.63,-25.502,15,45,28.2,19.4,SAFE,False,True,True
T+015.25h,15.25,5.55,-12.9598,15,45,27.8,19.4,SAFE,False,True,True
T+015.33h,15.333,4.56,-11.8051,15,45,28.0,19.4,SAFE,False,True,True
T+015.42h,15.417,4.05,-6.1572,15,45,27.1,19.4,SAFE,False,True,True
T+015.50h,15.5,4.43,4.5215,15,45,29.2,17.9,SAFE,False,True,True
T+015.58h,15.583,4.17,-3.1336,15,45,28.1,13.8,SAFE,False,True,True
T+015.67h,15.667,4.01,-1.8793,15,45,28.3,10.0,SAFE,False,True,True
T+015.75h,15.75,4.0,-0.0596,15,45,27.9,4.5,SAFE,False,True,True
T+015.83h,15.833,5.06,12.6309,15,45,27.3,19.4,SAFE,False,True,True
T+015.92h,15.917,2.82,-26.8794,15,45,27.7,19.4,SAFE,False,True,True
T+016.00h,16.0,6.94,49.5288,15,45,28.9,19.4,SAFE,False,True,True
T+016.08h,16.083,5.69,-15.0646,15,45,28.5,19.4,SAFE,False,True,True
T+016.17h,16.167,7.21,18.2178,15,45,27.9,19.4,SAFE,False,True,True
T+016.25h,16.25,5.58,-19.5267,15,45,27.5,19.4,SAFE,False,True,True
T+016.33h,16.333,4.72,-10.2956,15,45,28.9,19.4,SAFE,False,True,True
T+016.42h,16.417,4.07,-7.8582,15,45,27.8,19.4,SAFE,False,True,True
T+016.50h,16.5,6.45,28.6024,15,45,27.3,19.4,SAFE,False,True,True
T+016.58h,16.583,2.99,-41.4991,15,45,28.6,19.4,SAFE,False,True,True
T+016.67h,16.667,4.83,22.0236,15,45,28.4,19.4,SAFE,False,True,True
T+016.75h,16.75,4.43,-4.7218,15,45,28.0,18.5,SAFE,False,True,True
T+016.83h,16.833,3.81,-7.4419,15,45,27.8,19.4,SAFE,False,True,True
T+016.92h,16.917,5.58,21.2111,15,45,28.7,19.4,SAFE,False,True,True
T+017.00h,17.0,5.05,-6.4041,15,45,27.9,19.4,SAFE,False,True,True
T+017.08h,17.083,5.37,3.8881,15,45,27.5,16.0,SAFE,False,True,True
T+017.17h,17.167,6.16,9.471,15,45,27.9,19.4,SAFE,False,True,True
T+017.25h,17.25,3.3,-34.3724,15,45,27.5,19.4,SAFE,False,True,True
T+017.33h,17.333,3.91,7.3562,15,45,27.9,19.4,SAFE,False,True,True
T+017.42h,17.417,4.67,9.1704,15,45,27.8,19.4,SAFE,False,True,True
T+017.50h,17.5,4.19,-5.8228,15,45,28.7,19.4,SAFE,False,True,True
T+017.58h,17.583,6.19,23.988,15,45,27.2,19.4,SAFE,False,True,True
T+017.67h,17.667,4.67,-18.2072,15,45,27.2,19.4,SAFE,False,True,False
T+017.75h,17.75,6.28,19.362,15,45,28.3,19.4,SAFE,False,True,True
T+017.83h,17.833,4.98,-15.6664,15,45,27.5,19.4,SAFE,False,True,True
T+017.92h,17.917,5.75,9.3086,15,45,27.6,19.4,SAFE,False,True,True
T+018.00h,18.0,6.71,11.4655,15,45,28.3,19.4,SAFE,False,True,True
T+018.08h,18.083,5.75,-11.503,15,45,28.5,19.4,SAFE,False,True,True
T+018.17h,18.167,5.2,-6.6657,15,45,28.2,19.4,SAFE,False,True,True
T+018.25h,18.25,5.13,-0.8188,15,45,29.1,6.8,SAFE,False,True,True
T+018.33h,18.333,4.98,-1.7568,15,45,28.4,9.6,SAFE,False,False,True
T+018.42h,18.417,6.22,14.918,15,45,27.6,19.4,SAFE,False,True,True
T+018.50h,18.5,4.25,-23.7118,15,45,28.5,19.4,SAFE,False,True,True
T+018.58h,18.583,5.0,9.0097,15,45,29.0,19.4,SAFE,False,True,True
T+018.67h,18.667,4.27,-8.7673,15,45,28.0,19.4,SAFE,False,True,True
T+018.75h,18.75,5.84,18.8093,15,45,28.0,19.4,SAFE,False,True,True
T+018.83h,18.833,4.8,-12.4029,15,45,28.6,19.4,SAFE,False,True,True
T+018.92h,18.917,6.3,17.9906,15,45,28.2,19.4,SAFE,False,True,True
T+019.00h,19.0,4.6,-20.4608,15,45,28.9,19.4,SAFE,False,True,True
T+019.08h,19.083,4.09,-6.0794,15,45,27.5,19.4,SAFE,False,True,True
T+019.17h,19.167,3.97,-1.4496,15,45,27.2,8.7,SAFE,False,True,True
T+019.25h,19.25,4.48,6.1205,15,45,27.7,19.4,SAFE,False,True,True
T+019.33h,19.333,4.95,5.677,15,45,27.8,19.4,SAFE,False,True,True
T+019.42h,19.417,5.24,3.4547,15,45,28.2,14.7,SAFE,False,True,True
T+019.50h,19.5,2.83,-28.9299,15,45,27.8,19.4,SAFE,False,True,True
T+019.58h,19.583,5.52,32.2754,15,45,27.5,19.4,SAFE,False,True,True
T+019.67h,19.667,4.74,-9.3636,15,45,28.2,19.4,SAFE,False,True,True
T+019.75h,19.75,6.94,26.4168,15,45,27.8,19.4,SAFE,False,True,True
T+019.83h,19.833,6.77,-2.0494,15,45,27.8,10.5,SAFE,False,True,True
T+019.92h,19.917,6.24,-6.4011,15,45,28.1,19.4,SAFE,False,True,True
T+020.00h,20.0,4.38,-22.2828,15,45,27.4,19.4,SAFE,False,True,True
T+020.08h,20.083,5.57,14.2627,15,45,28.2,19.4,SAFE,False,True,True
T+020.17h,20.167,2.94,-31.5071,15,45,27.6,19.4,SAFE,False,True,True
T+020.25h,20.25,5.98,36.471,15,45,27.0,19.4,SAFE,False,True,True
T+020.33h,20.333,6.54,6.7578,15,45,28.9,19.4,SAFE,False,True,True
T+020.42h,20.417,6.71,2.0129,15,45,28.6,10.4,SAFE,False,True,True
T+020.50h,20.5,4.21,-30.0192,15,45,27.3,19.4,SAFE,False,True,True
T+020.58h,20.583,4.97,9.141,15,45,27.7,19.4,SAFE,False,True,True
T+020.67h,20.667,3.98,-11.9247,15,45,28.0,19.4,SAFE,False,True,False
T+020.75h,20.75,4.26,3.3388,15,45,28.4,14.4,SAFE,False,True,True
T+020.83h,20.833,6.23,23.7371,15,45,28.4,19.4,SAFE,False,True,True
T+020.92h,20.917,4.36,-22.4436,15,45,28.4,19.4,SAFE,False,True,True
T+021.00h,21.0,5.64,15.2654,15,45,27.6,19.4,SAFE,False,True,True
T+021.08h,21.083,4.83,-9.6786,15,45,27.9,19.4,SAFE,False,True,True
T+021.17h,21.167,5.91,12.9215,15,45,28.5,19.4,SAFE,False,True,True
T+021.25h,21.25,5.19,-8.6522,15,45,28.3,19.4,SAFE,False,True,True
T+021.33h,21.333,6.29,13.2465,15,45,28.9,19.4,SAFE,False,False,True
T+021.42h,21.417,5.32,-11.5814,15,45,28.2,19.4,SAFE,False,True,True
T+021.50h,21.5,4.88,-5.3454,15,45,27.9,19.4,SAFE,False,False,True
T+021.58h,21.583,5.07,2.2583,15,45,28.4,11.1,SAFE,False,True,True
T+021.67h,21.667,4.94,-1.5669,15,45,27.4,9.1,SAFE,False,True,True
T+021.75h,21.75,5.21,3.2846,15,45,27.4,14.2,SAFE,False,True,True
T+021.83h,21.833,5.28,0.8433,15,45,27.9,6.9,SAFE,False,True,True
T+021.92h,21.917,3.9,-16.527,15,45,27.9,19.4,SAFE,False,True,True
T+022.00h,22.0,4.0,1.1065,15,45,28.1,7.7,SAFE,False,True,True
T+022.08h,22.083,5.33,16.0093,15,45,27.9,19.4,SAFE,False,True,True
T+022.17h,22.167,5.73,4.862,15,45,28.2,18.9,SAFE,False,True,True
T+022.25h,22.25,3.53,-26.47,15,45,29.4,19.4,SAFE,False,True,True
T+022.33h,22.333,4.64,13.3292,15,45,27.9,19.4,SAFE,False,True,True
T+022.42h,22.417,4.0,-7.6537,15,45,27.3,19.4,SAFE,False,True,True
T+022.50h,22.5,4.31,3.7322,15,45,28.1,15.5,SAFE,False,True,True
T+022.58h,22.583,4.61,3.612,15,45,28.1,15.2,SAFE,False,True,True
T+022.67h,22.667,4.59,-0.228,15,45,28.2,5.0,SAFE,False,True,True
T+022.75h,22.75,5.22,7.4715,15,45,27.8,19.4,SAFE,False,True,True
T+022.83h,22.833,5.48,3.1807,15,45,27.4,13.9,SAFE,False,True,True
T+022.92h,22.917,4.75,-8.73,15,45,28.2,19.4,SAFE,False,True,True
T+023.00h,23.0,5.0,2.9832,15,45,27.0,13.3,SAFE,False,True,True
T+023.08h,23.083,4.25,-9.0639,15,45,27.7,19.4,SAFE,False,True,True
T+023.17h,23.167,4.61,4.2915,15,45,27.7,17.2,SAFE,False,True,True
T+023.25h,23.25,3.86,-8.9729,15,45,28.6,19.4,SAFE,False,True,True
T+023.33h,23.333,6.53,32.0044,15,45,26.9,19.4,SAFE,False,True,True
T+023.42h,23.417,4.86,-20.0303,15,45,27.9,19.4,SAFE,False,True,True
T+023.50h,23.5,4.93,0.8998,15,45,28.3,7.0,SAFE,False,True,True
T+023.58h,23.583,4.94,0.1178,15,45,28.0,4.7,SAFE,False,True,True
T+023.67h,23.667,4.55,-4.6792,15,45,28.2,18.4,SAFE,False,True,False
T+023.75h,23.75,4.98,5.1855,15,45,27.7,19.4,SAFE,False,True,True
T+023.83h,23.833,3.9,-12.9372,15,45,28.6,19.4,SAFE,False,True,True
T+023.92h,23.917,5.28,16.5375,15,45,28.1,19.4,SAFE,False,True,True
T+024.00h,24.0,4.63,-7.7934,15,45,27.6,19.4,SAFE,False,True,True
T+024.08h,24.083,4.25,-4.5603,15,45,28.1,18.0,SAFE,False,True,True
T+024.17h,24.167,4.26,0.0982,15,45,28.2,4.6,SAFE,False,True,True
T+024.25h,24.25,4.85,7.039,15,45,27.9,19.4,SAFE,False,True,True
T+024.33h,24.333,5.85,11.9722,15,45,28.0,19.4,SAFE,False,True,True
T+024.42h,24.417,4.97,-10.5232,15,45,28.4,19.4,SAFE,False,False,True
T+024.50h,24.5,5.44,5.6541,15,45,28.4,19.4,SAFE,False,True,True
T+024.58h,24.583,5.91,5.589,15,45,27.2,19.4,SAFE,False,True,True
T+024.67h,24.667,5.19,-8.6197,15,45,28.0,19.4,SAFE,False,True,True
T+024.75h,24.75,3.84,-16.1746,15,45,27.7,19.4,SAFE,False,True,True
T+024.83h,24.833,5.15,15.7687,15,45,28.1,19.4,SAFE,False,True,True
T+024.92h,24.917,3.61,-18.5512,15,45,27.4,19.4,SAFE,False,True,True
T+025.00h,25.0,5.42,21.7176,15,45,27.7,19.4,SAFE,False,True,True
T+025.08h,25.083,4.32,-13.2159,15,45,28.3,19.4,SAFE,False,True,True
T+025.17h,25.167,5.59,15.26,15,45,28.5,19.4,SAFE,False,True,True
T+025.25h,25.25,5.77,2.1813,15,45,27.7,10.9,SAFE,False,True,True
T+025.33h,25.333,5.29,-5.7372,15,45,27.7,19.4,SAFE,False,True,True
T+025.42h,25.417,3.65,-19.7261,15,45,27.5,19.4,SAFE,False,True,True
T+025.50h,25.5,5.17,18.2294,15,45,27.4,19.4,SAFE,False,True,True
T+025.58h,25.583,2.84,-27.8656,15,45,28.4,19.4,SAFE,False,True,True
T+025.67h,25.667,3.58,8.853,15,45,27.3,19.4,SAFE,False,True,True
T+025.75h,25.75,5.98,28.7994,15,45,28.2,19.4,SAFE,False,True,True
T+025.83h,25.833,6.12,1.6076,15,45,28.2,9.2,SAFE,False,True,True
T+025.92h,25.917,6.77,7.8236,15,45,28.3,19.4,SAFE,False,True,True
T+026.00h,26.0,5.85,-11.036,15,45,27.5,19.4,SAFE,False,True,True
T+026.08h,26.083,3.33,-30.2198,15,45,27.7,19.4,SAFE,False,True,True
T+026.17h,26.167,5.53,26.4318,15,45,27.3,19.4,SAFE,False,True,True
T+026.25h,26.25,5.21,-3.8961,15,45,28.1,16.0,SAFE,False,True,True
T+026.33h,26.333,4.12,-13.0244,15,45,28.7,19.4,SAFE,False,True,True
T+026.42h,26.417,5.02,10.7048,15,45,28.5,19.4,SAFE,False,True,True
T+026.50h,26.5,5.52,6.1056,15,45,28.4,19.4,SAFE,False,True,True
