timestamp,hours,water_level_cm,rise_rate_cm_per_s,soil_moisture_pct,humidity_pct,temp_c,risk_index,alert_tier,rain_active,dht_ok,ultra_valid
T+004.30h,4.3,31.53,0.0022,66.6,98,27.4,58.2,WARNING,True,True,True
T+004.32h,4.317,31.67,0.0022,66.7,98,26.4,58.5,WARNING,True,True,True
T+004.33h,4.333,31.8,0.0022,66.7,98,26.6,58.7,WARNING,True,True,True
T+004.35h,4.35,31.93,0.0022,66.7,98,26.9,58.9,WARNING,True,True,True
T+004.37h,4.367,32.07,0.0022,66.8,98,27.1,59.1,WARNING,True,True,True
T+004.38h,4.383,32.2,0.0022,66.8,98,26.4,59.4,WARNING,True,True,True
T+004.40h,4.4,32.33,0.0022,66.8,98,26.4,59.6,WARNING,True,True,True
T+004.42h,4.417,32.47,0.0022,66.9,98,27.4,59.8,WARNING,True,True,True
T+004.43h,4.433,32.6,0.0022,66.9,98,27.1,60.1,WARNING,True,True,True
T+004.45h,4.45,32.73,0.0022,66.9,98,26.6,60.3,WARNING,True,True,True
T+004.47h,4.467,32.87,0.0022,67.0,98,27.2,60.5,WARNING,True,True,True
T+004.48h,4.483,33.0,0.0022,67.0,98,26.9,60.8,WARNING,True,True,True
T+004.50h,4.5,33.13,0.0022,67.0,98,27.5,61.0,WARNING,True,True,True
T+004.52h,4.517,33.27,0.0022,67.1,98,27.0,61.2,WARNING,True,True,True
T+004.53h,4.533,33.4,0.0022,67.1,98,26.9,61.5,WARNING,True,True,True
T+004.55h,4.55,33.53,0.0022,67.1,98,26.4,61.7,WARNING,True,True,True
T+004.57h,4.567,33.67,0.0022,67.2,98,28.0,61.9,WARNING,True,True,True
T+004.58h,4.583,33.8,0.0022,67.2,98,27.5,62.2,WARNING,True,True,True
T+004.60h,4.6,33.93,0.0022,67.2,98,27.4,62.4,WARNING,True,True,True
T+004.62h,4.617,34.07,0.0022,67.3,98,26.7,62.6,WARNING,True,True,True
T+004.63h,4.633,34.2,0.0022,67.3,98,26.7,62.9,WARNING,True,True,True
T+004.65h,4.65,34.33,0.0022,67.3,98,27.1,63.1,WARNING,True,True,True
T+004.67h,4.667,34.47,0.0022,67.4,98,26.8,63.3,WARNING,True,True,True
T+004.68h,4.683,34.6,0.0022,67.4,98,26.6,63.6,WARNING,True,True,True
T+004.70h,4.7,34.73,0.0022,67.4,98,28.0,63.8,WARNING,True,True,True
T+004.72h,4.717,34.87,0.0022,67.5,98,27.0,64.0,WARNING,True,True,True
T+004.73h,4.733,35.0,0.0022,67.5,98,27.0,64.2,WARNING,True,True,True
T+004.75h,4.75,35.13,0.0022,67.5,98,27.5,64.5,WARNING,True,True,True
T+004.77h,4.767,35.27,0.0022,67.6,98,26.1,64.7,WARNING,True,True,True
T+004.78h,4.783,35.4,0.0022,67.6,98,27.1,64.9,WARNING,True,True,True
T+004.80h,4.8,35.53,0.0022,67.6,98,26.6,65.2,WARNING,True,True,True
T+004.82h,4.817,35.67,0.0022,67.7,98,26.7,65.4,WARNING,True,True,True
T+004.83h,4.833,35.8,0.0022,67.7,98,27.6,65.6,WARNING,True,True,True
T+004.85h,4.85,35.93,0.0022,67.7,98,26.2,65.9,WARNING,True,True,True
T+004.87h,4.867,36.07,0.0022,67.8,98,27.2,66.1,WARNING,True,True,True
T+004.88h,4.883,36.2,0.0022,67.8,98,27.1,66.3,WARNING,True,False,True
T+004.90h,4.9,36.33,0.0022,67.8,98,27.7,66.6,WARNING,True,True,True
T+004.92h,4.917,36.47,0.0022,67.9,98,27.0,66.8,WARNING,True,True,True
T+004.93h,4.933,36.6,0.0022,67.9,98,26.7,67.0,WARNING,True,True,True
T+004.95h,4.95,36.73,0.0022,67.9,98,27.2,67.3,WARNING,True,True,True
T+004.97h,4.967,36.87,0.0022,68.0,98,27.0,67.5,WARNING,True,True,True
T+004.98h,4.983,37.0,0.0022,68.0,98,27.1,67.7,WARNING,True,True,True
T+005.00h,5.0,37.13,0.0022,68.0,98,27.0,68.0,WARNING,True,True,True
T+005.02h,5.017,37.27,0.0022,68.1,98,26.7,68.2,WARNING,True,True,True
T+005.03h,5.033,37.4,0.0022,68.1,98,27.5,68.4,WARNING,True,True,False
T+005.05h,5.05,37.53,0.0022,68.1,98,27.7,68.7,WARNING,True,True,True
T+005.07h,5.067,37.67,0.0022,68.2,98,27.1,68.9,WARNING,True,True,True
T+005.08h,5.083,37.8,0.0022,68.2,98,26.9,69.1,WARNING,True,True,True
T+005.10h,5.1,37.93,0.0022,68.2,98,27.3,69.3,WARNING,True,True,True
T+005.12h,5.117,38.07,0.0022,68.3,98,28.0,69.6,WARNING,True,True,True
T+005.13h,5.133,38.2,0.0022,68.3,98,27.0,69.8,WARNING,True,True,True
T+005.15h,5.15,38.33,0.0022,68.3,98,27.1,70.0,WARNING,True,True,True
T+005.17h,5.167,38.47,0.0022,68.4,98,26.7,70.3,WARNING,True,True,True
T+005.18h,5.183,38.6,0.0022,68.4,98,27.0,70.5,WARNING,True,True,True
